icecream_flavor,icecream_price,icecream_rating,customer_id,shop_city
strawberry,8.73,3,A5346,São Paulo
cookies and cream,3.28,4,D6107,São Paulo
chocolate,7.17,1,B8212,Ribeirão Pires
mint chocolate chips,1.65,2,D8176,Campinas
vanilla,4.62,3,C3529,Ribeirão Pires
cookies and cream,9.49,1,A2464,Barueri
vanilla,9.02,1,B5004,Barueri
vanilla,7.72,3,B5004,São Paulo
strawberry,6.65,1,B5052,Campinas
strawberry,6.8,4,A1252,Barueri
vanilla,4.5,1,A9787,Campinas
strawberry,7.4,1,B4252,Campinas
vanilla,4.13,4,B6646,Ribeirão Pires
cookies and cream,2.0,1,B5052,Ribeirão Pires
pistachio,4.53,4,B6646,Barueri
cookies and cream,5.52,2,A1252,Barueri
vanilla,2.14,1,D6107,Barueri
cookies and cream,7.33,3,B6646,Barueri
cookies and cream,9.47,1,B5052,São Paulo
mint chocolate chips,7.34,1,D6895,São Paulo
cookies and cream,8.81,3,C6250,Campinas
cookies and cream,6.27,1,B2148,Campinas
cookies and cream,5.43,1,D9444,Campinas
pistachio,8.07,1,D3516,Barueri
vanilla,1.01,4,B8212,Barueri
vanilla,2.98,1,B3946,Ribeirão Pires
cookies and cream,7.78,3,B3946,Barueri
pistachio,3.94,2,D8176,Campinas
cookies and cream,8.13,1,A1252,Barueri
vanilla,8.03,3,D3516,Ribeirão Pires
pistachio,1.44,4,B5911,Ribeirão Pires
mint chocolate chips,5.53,3,D7337,Barueri
mint chocolate chips,5.51,3,B5052,Campinas
cookies and cream,4.53,3,C3529,São Paulo
strawberry,8.62,3,D6107,Barueri
mint chocolate chips,4.58,1,C3529,Barueri
mint chocolate chips,9.28,1,D1025,Barueri
strawberry,1.7,4,B5911,Ribeirão Pires
cookies and cream,4.05,1,D7337,Campinas
cookies and cream,2.68,2,B3946,Campinas
vanilla,3.9,2,D8176,Ribeirão Pires
pistachio,4.46,2,B3946,Barueri
cookies and cream,6.78,4,B8212,Campinas
strawberry,9.33,4,D3516,Ribeirão Pires
cookies and cream,4.19,4,D6107,São Paulo
chocolate,1.6,2,B4383,São Paulo
chocolate,9.45,2,C3529,Barueri
chocolate,4.85,4,D8176,Campinas
pistachio,2.57,4,C6739,Barueri
cookies and cream,3.23,4,D9444,Ribeirão Pires
strawberry,8.15,1,D6107,Barueri
chocolate,3.32,4,D2572,Ribeirão Pires
strawberry,1.23,2,A5289,Ribeirão Pires
strawberry,3.04,2,B2148,Barueri
pistachio,8.41,1,B6646,São Paulo
vanilla,7.32,4,B6646,Ribeirão Pires
cookies and cream,1.62,1,A8641,São Paulo
vanilla,6.52,4,B5911,Ribeirão Pires
vanilla,3.03,3,A1252,Campinas
chocolate,3.53,4,D7337,São Paulo
vanilla,2.83,1,D8176,São Paulo
strawberry,3.41,1,D5888,Barueri
pistachio,4.4,3,B5911,Barueri
chocolate,4.23,4,C2318,Ribeirão Pires
vanilla,4.76,1,A5289,São Paulo
vanilla,9.82,4,A3907,São Paulo
vanilla,1.13,4,D6895,Barueri
cookies and cream,7.41,1,C6250,São Paulo
strawberry,4.84,4,C9360,Barueri
vanilla,2.39,4,D7337,Campinas
vanilla,5.16,3,A2464,Barueri
strawberry,4.83,2,C2949,Campinas
strawberry,5.72,4,C2318,Campinas
pistachio,7.61,2,B3946,São Paulo
mint chocolate chips,6.79,1,C2949,Campinas
chocolate,6.16,1,C6505,Barueri
strawberry,6.52,2,A5346,São Paulo
vanilla,4.24,1,A5289,Campinas
mint chocolate chips,5.82,3,B8212,Barueri
pistachio,2.44,1,B8212,Barueri
mint chocolate chips,4.05,1,C2949,Campinas
mint chocolate chips,6.72,1,B5052,Ribeirão Pires
mint chocolate chips,5.63,3,D1025,Campinas
pistachio,2.01,1,B6646,Barueri
pistachio,6.08,2,A8641,Barueri
chocolate,1.79,2,A2464,São Paulo
pistachio,9.42,1,B5911,Campinas
strawberry,3.55,3,A1252,Ribeirão Pires
cookies and cream,8.64,2,A5289,São Paulo
cookies and cream,3.24,3,A1234,Barueri
pistachio,6.21,1,D6506,Ribeirão Pires
cookies and cream,8.45,1,D8176,Ribeirão Pires
chocolate,4.87,2,A5346,Barueri
mint chocolate chips,8.58,3,B5052,São Paulo
vanilla,3.59,3,D6506,São Paulo
vanilla,2.29,4,B4383,Ribeirão Pires
vanilla,2.71,4,A3078,Ribeirão Pires
strawberry,2.14,3,C4371,São Paulo
strawberry,6.79,1,D8176,São Paulo
cookies and cream,5.11,4,C6739,Ribeirão Pires
strawberry,5.13,3,D3516,Ribeirão Pires
vanilla,9.03,2,A3907,Ribeirão Pires
mint chocolate chips,7.83,4,A5289,Barueri
pistachio,7.33,3,D2572,São Paulo
strawberry,7.45,2,C1904,Campinas
chocolate,8.12,2,D9444,Barueri
pistachio,5.07,2,C6250,Campinas
pistachio,3.6,3,A3907,Ribeirão Pires
vanilla,1.05,2,D8176,Campinas
chocolate,1.91,1,C6250,Ribeirão Pires
pistachio,1.53,2,B6646,Ribeirão Pires
cookies and cream,4.71,1,A9787,São Paulo
mint chocolate chips,2.41,1,D2572,Barueri
mint chocolate chips,7.4,4,C3529,Campinas
cookies and cream,4.66,4,D9444,Campinas
strawberry,9.63,3,C6505,Barueri
chocolate,4.76,2,C7950,Campinas
chocolate,5.82,4,A3078,São Paulo
cookies and cream,3.86,4,C2318,Ribeirão Pires
vanilla,1.39,3,D7337,Campinas
cookies and cream,7.34,2,A2464,Campinas
cookies and cream,4.63,4,C6505,Ribeirão Pires
cookies and cream,2.82,3,C6505,Barueri
chocolate,8.41,2,A1252,Campinas
chocolate,2.55,1,C2318,Barueri
mint chocolate chips,1.42,2,C9360,Campinas
pistachio,2.29,3,B6646,Barueri
mint chocolate chips,8.44,1,B4383,Campinas
mint chocolate chips,5.25,2,C6505,São Paulo
cookies and cream,3.92,4,C2949,Barueri
pistachio,1.1,3,C6739,São Paulo
pistachio,1.23,3,A1252,São Paulo
vanilla,3.42,1,B2164,Campinas
cookies and cream,2.1,2,D6895,Campinas
vanilla,6.5,2,C6739,Campinas
strawberry,9.3,2,C7950,Barueri
cookies and cream,9.55,2,D6506,São Paulo
mint chocolate chips,2.76,3,A2464,São Paulo
strawberry,2.64,2,B4252,Ribeirão Pires
chocolate,1.98,4,C9360,Ribeirão Pires
vanilla,7.02,4,A5346,São Paulo
chocolate,1.81,2,A3907,Campinas
strawberry,7.11,3,D8176,Campinas
cookies and cream,8.55,1,C1904,Campinas
cookies and cream,6.31,1,B4252,São Paulo
pistachio,9.1,4,C7950,São Paulo
pistachio,9.58,4,D9444,São Paulo
mint chocolate chips,2.68,1,A8639,Campinas
pistachio,5.85,1,B2148,Barueri
cookies and cream,2.23,3,C6505,Campinas
strawberry,6.14,3,B4252,Ribeirão Pires
pistachio,4.95,3,B4383,Ribeirão Pires
cookies and cream,9.01,3,A1252,Barueri
vanilla,2.49,1,C9360,Campinas
mint chocolate chips,4.5,1,A8639,Barueri
mint chocolate chips,5.57,4,D6107,Ribeirão Pires
strawberry,3.72,2,C1904,São Paulo
chocolate,5.49,1,A5289,Barueri
chocolate,9.35,2,C7950,Campinas
strawberry,1.47,4,D8176,Campinas
mint chocolate chips,6.86,3,B2164,Ribeirão Pires
strawberry,6.69,2,C6739,Campinas
mint chocolate chips,1.88,2,B2148,Barueri
vanilla,8.77,3,B2148,Barueri
chocolate,1.4,2,B2164,Campinas
chocolate,9.45,3,C6250,São Paulo
vanilla,7.11,1,D6895,Ribeirão Pires
cookies and cream,8.47,1,A3078,São Paulo
chocolate,5.23,4,D9444,Campinas
pistachio,9.9,4,C2949,Ribeirão Pires
cookies and cream,8.37,3,D3516,Barueri
chocolate,3.05,3,B6646,Ribeirão Pires
mint chocolate chips,6.31,4,D8176,Campinas
mint chocolate chips,9.61,2,D6895,Barueri
vanilla,6.01,4,A2464,São Paulo
pistachio,3.37,2,D2572,Ribeirão Pires
cookies and cream,8.36,1,D8176,Campinas
mint chocolate chips,2.86,2,C9360,Ribeirão Pires
cookies and cream,8.53,3,A9787,Barueri
chocolate,1.33,2,C6739,Campinas
mint chocolate chips,7.48,3,A8641,Ribeirão Pires
strawberry,2.0,4,B5004,Barueri
chocolate,2.95,3,D5888,Ribeirão Pires
strawberry,2.35,1,C1904,São Paulo
vanilla,8.12,1,C2318,Campinas
vanilla,7.34,1,C1904,Barueri
strawberry,8.51,1,C1904,Campinas
chocolate,8.9,1,B5911,Ribeirão Pires
vanilla,8.91,4,D5888,Ribeirão Pires
vanilla,7.6,3,C7950,Ribeirão Pires
chocolate,9.74,1,A2464,São Paulo
pistachio,7.68,4,D3516,Ribeirão Pires
pistachio,6.45,4,A1252,Campinas
cookies and cream,4.91,3,A5346,Ribeirão Pires
cookies and cream,9.37,4,D3516,Campinas
chocolate,4.43,3,C2318,Barueri
cookies and cream,7.99,3,D6107,Barueri
vanilla,8.08,3,C7950,Campinas
pistachio,7.25,4,C2318,Ribeirão Pires
cookies and cream,1.97,4,C4371,Campinas
strawberry,9.7,1,C6250,Ribeirão Pires
strawberry,5.98,4,B3946,São Paulo
cookies and cream,7.14,4,A2464,Campinas
pistachio,2.71,1,A9787,São Paulo
pistachio,7.75,1,C1904,Ribeirão Pires
chocolate,4.74,1,A5346,Barueri
chocolate,8.17,4,D6895,Campinas
cookies and cream,1.62,1,B4383,São Paulo
pistachio,2.93,2,D5888,São Paulo
chocolate,8.9,3,C6739,Barueri
chocolate,3.18,2,D1025,São Paulo
cookies and cream,4.4,4,B3946,Campinas
mint chocolate chips,3.84,3,D6107,Barueri
chocolate,5.24,1,B2164,São Paulo
chocolate,9.48,3,A9787,Campinas
strawberry,2.49,3,A9787,Ribeirão Pires
chocolate,9.93,3,B8212,Barueri
strawberry,9.43,1,B5004,Ribeirão Pires
pistachio,2.58,2,B4383,Barueri
strawberry,6.89,4,A8641,São Paulo
cookies and cream,3.34,2,D6107,Barueri
chocolate,8.53,4,C1904,Campinas
strawberry,2.96,1,C7950,São Paulo
vanilla,4.61,1,A5289,Ribeirão Pires
pistachio,9.9,4,D6506,Ribeirão Pires
vanilla,6.9,1,B2164,Ribeirão Pires
mint chocolate chips,3.58,2,B2164,Barueri
strawberry,5.14,1,C2318,São Paulo
chocolate,4.9,4,C1904,Campinas
mint chocolate chips,1.29,3,A2464,São Paulo
cookies and cream,4.85,2,C9360,Campinas
cookies and cream,1.7,3,D2572,Barueri
pistachio,8.7,3,B5911,São Paulo
vanilla,2.82,3,B5052,Ribeirão Pires
pistachio,4.47,4,A1252,São Paulo
mint chocolate chips,7.57,1,D6506,Ribeirão Pires
vanilla,8.5,1,A5289,São Paulo
strawberry,3.15,3,A8641,Ribeirão Pires
strawberry,5.37,1,D7337,Barueri
mint chocolate chips,3.63,1,C6739,São Paulo
cookies and cream,8.45,4,A2464,Campinas
chocolate,8.8,3,D5888,Ribeirão Pires
pistachio,5.35,1,B8212,Ribeirão Pires
chocolate,4.78,2,A1252,Campinas
chocolate,2.41,3,A9787,Campinas
pistachio,6.08,1,A1252,Ribeirão Pires
pistachio,7.01,2,A1252,Barueri
cookies and cream,2.5,3,D8176,Barueri
mint chocolate chips,9.11,2,B5911,Campinas
chocolate,6.76,1,A8639,Campinas
strawberry,8.7,3,C3529,Barueri
cookies and cream,1.85,4,A3907,São Paulo
vanilla,9.26,3,D8176,Campinas
strawberry,4.35,1,C3529,São Paulo
chocolate,4.23,2,A1234,Ribeirão Pires
mint chocolate chips,1.49,3,A2464,São Paulo
strawberry,8.45,4,C6505,Barueri
vanilla,2.78,2,D6506,Barueri
strawberry,8.56,2,D9444,Ribeirão Pires
pistachio,6.66,2,D9444,Ribeirão Pires
mint chocolate chips,4.93,3,C1904,Barueri
chocolate,8.79,4,D6506,Ribeirão Pires
vanilla,3.56,1,B5911,Campinas
pistachio,7.05,4,D6107,São Paulo
vanilla,2.6,3,A8639,Ribeirão Pires
pistachio,8.94,4,A3078,São Paulo
pistachio,7.39,3,A1234,São Paulo
mint chocolate chips,6.33,4,C2949,Barueri
pistachio,8.22,4,B6646,Ribeirão Pires
vanilla,1.39,4,D2572,Campinas
chocolate,9.42,4,A9787,Campinas
pistachio,3.46,2,B8212,Campinas
mint chocolate chips,9.17,1,C6739,Barueri
mint chocolate chips,7.89,3,A3078,Campinas
cookies and cream,2.34,3,D6506,Ribeirão Pires
mint chocolate chips,1.32,4,C6250,Barueri
vanilla,5.42,3,B5052,São Paulo
vanilla,7.33,4,A3078,Campinas
vanilla,8.63,3,D5888,Ribeirão Pires
vanilla,9.99,2,A2464,Campinas
vanilla,4.7,3,B5911,Barueri
pistachio,8.25,1,B5004,Barueri
vanilla,8.27,4,C2318,Barueri
pistachio,9.58,4,A5346,Ribeirão Pires
cookies and cream,4.04,3,A1234,Ribeirão Pires
vanilla,3.79,2,D6895,Campinas
mint chocolate chips,1.34,4,A5289,Campinas
vanilla,4.74,3,D1025,Campinas
vanilla,1.96,2,C2318,Campinas
strawberry,3.27,2,A1234,Barueri
strawberry,9.14,3,D5888,Barueri
vanilla,9.06,4,A2464,São Paulo
pistachio,7.19,4,B4252,Ribeirão Pires
mint chocolate chips,3.22,1,C2949,São Paulo
chocolate,6.6,4,C6505,São Paulo
mint chocolate chips,6.35,4,B2164,Ribeirão Pires
pistachio,6.19,4,D1025,Campinas
pistachio,2.44,2,B4383,Campinas
chocolate,7.61,4,A8641,São Paulo
mint chocolate chips,2.54,2,B2164,Barueri
strawberry,4.96,3,D6107,Barueri
pistachio,9.4,1,D6895,Barueri
chocolate,9.27,2,A5289,Ribeirão Pires
vanilla,7.83,3,C6250,Campinas
cookies and cream,5.85,3,B8212,Campinas
strawberry,2.4,4,D3516,Barueri
mint chocolate chips,1.78,2,C4371,São Paulo
mint chocolate chips,3.53,2,A5346,Campinas
strawberry,4.37,2,A2464,Ribeirão Pires
vanilla,6.3,4,B4383,São Paulo
cookies and cream,5.19,4,C2318,Campinas
vanilla,7.23,4,D9444,São Paulo
strawberry,5.53,4,A9787,São Paulo
vanilla,8.64,1,A1234,Ribeirão Pires
strawberry,8.36,2,D2572,São Paulo
mint chocolate chips,6.37,1,C6739,São Paulo
pistachio,4.21,4,A5289,Campinas
vanilla,1.0,2,C2949,São Paulo
vanilla,9.76,2,D9444,Ribeirão Pires
mint chocolate chips,1.06,4,B5911,Barueri
strawberry,9.69,3,C1904,Campinas
chocolate,2.17,2,D3516,Barueri
pistachio,2.98,4,A2464,Barueri
cookies and cream,3.68,4,D7337,Ribeirão Pires
vanilla,1.65,2,C1904,Ribeirão Pires
strawberry,7.07,2,A9787,São Paulo
vanilla,4.83,4,C6250,Campinas
vanilla,8.98,1,C4371,Ribeirão Pires
cookies and cream,3.57,4,D9444,Barueri
pistachio,9.49,4,D5888,Campinas
chocolate,7.99,3,B4252,Campinas
mint chocolate chips,7.59,4,C2949,Campinas
vanilla,9.27,2,D1025,Campinas
mint chocolate chips,5.14,4,C4371,Ribeirão Pires
mint chocolate chips,5.22,3,C6505,São Paulo
cookies and cream,8.89,1,C7950,São Paulo
pistachio,5.09,1,A1234,Ribeirão Pires
pistachio,7.8,3,C6505,Campinas
mint chocolate chips,8.6,2,A9787,São Paulo
strawberry,2.25,2,A1252,São Paulo
mint chocolate chips,4.73,4,A1234,Ribeirão Pires
cookies and cream,5.6,2,C2949,São Paulo
chocolate,5.15,2,D9444,Ribeirão Pires
mint chocolate chips,5.67,3,D2572,Barueri
strawberry,3.85,1,A2464,São Paulo
mint chocolate chips,6.35,3,A5346,Ribeirão Pires
strawberry,9.49,4,D1025,Campinas
chocolate,1.01,1,C1904,São Paulo
mint chocolate chips,3.12,4,B2164,São Paulo
strawberry,8.79,3,B8212,Ribeirão Pires
chocolate,2.31,1,D1025,Barueri
vanilla,2.96,4,D8176,Barueri
pistachio,6.47,2,D5888,Barueri
chocolate,9.23,3,A3078,Campinas
mint chocolate chips,6.74,2,D2572,São Paulo
strawberry,4.02,2,D6895,Campinas
mint chocolate chips,3.41,3,B8212,São Paulo
cookies and cream,3.06,4,C2318,Campinas
vanilla,1.35,2,A9787,Ribeirão Pires
pistachio,2.68,3,B4383,Campinas
mint chocolate chips,5.06,1,A8639,Ribeirão Pires
strawberry,3.38,4,B6646,São Paulo
mint chocolate chips,7.91,1,C1904,Ribeirão Pires
vanilla,9.27,1,A1252,Campinas
vanilla,2.93,2,A5289,Barueri
vanilla,3.93,3,D6506,Ribeirão Pires
pistachio,7.54,3,C9360,Ribeirão Pires
pistachio,4.78,1,D3516,Ribeirão Pires
mint chocolate chips,6.03,4,C6739,Campinas
mint chocolate chips,4.34,1,A1234,São Paulo
strawberry,5.26,1,B8212,Ribeirão Pires
mint chocolate chips,9.58,1,A2464,Ribeirão Pires
chocolate,3.9,4,B6646,São Paulo
chocolate,6.39,3,D6895,Ribeirão Pires
chocolate,8.78,2,C1904,São Paulo
vanilla,7.72,4,B4252,Barueri
pistachio,7.05,4,C3529,Ribeirão Pires
strawberry,1.29,2,C9360,Campinas
mint chocolate chips,3.61,2,A5346,Campinas
strawberry,1.72,3,C3529,Barueri
mint chocolate chips,9.57,2,A5346,São Paulo
cookies and cream,8.27,4,D6506,Campinas
cookies and cream,3.12,4,B5911,Ribeirão Pires
vanilla,8.78,2,A3907,São Paulo
cookies and cream,9.98,3,D2572,Barueri
chocolate,6.65,3,C1904,Campinas
cookies and cream,6.22,4,B3946,Ribeirão Pires
cookies and cream,5.86,2,B2164,Campinas
strawberry,7.9,4,B2164,Campinas
vanilla,9.31,3,C7950,São Paulo
mint chocolate chips,5.94,4,A8641,Campinas
vanilla,9.76,2,A1234,Campinas
mint chocolate chips,3.49,1,C6250,São Paulo
mint chocolate chips,1.01,3,A8641,São Paulo
pistachio,9.72,1,C1904,Ribeirão Pires
mint chocolate chips,5.91,3,C2949,Campinas
cookies and cream,3.22,4,A3907,Ribeirão Pires
strawberry,5.14,4,D6895,Ribeirão Pires
strawberry,2.06,2,D9444,São Paulo
chocolate,1.46,4,D9444,São Paulo
chocolate,9.26,4,D6895,São Paulo
mint chocolate chips,1.12,4,C3529,Ribeirão Pires
vanilla,7.45,1,A1252,Campinas
cookies and cream,2.21,2,C3529,Campinas
cookies and cream,8.05,2,D6506,São Paulo
cookies and cream,4.02,2,D8176,Ribeirão Pires
strawberry,1.19,1,C2318,Ribeirão Pires
chocolate,6.39,2,C6250,Barueri
cookies and cream,5.42,1,A5346,Barueri
vanilla,2.74,4,B4252,Campinas
strawberry,9.82,2,D7337,São Paulo
pistachio,8.8,3,C6250,Barueri
mint chocolate chips,2.28,1,A1252,Ribeirão Pires
mint chocolate chips,9.32,4,C2949,Barueri
vanilla,5.19,1,C4371,Ribeirão Pires
pistachio,7.67,4,A3907,Barueri
mint chocolate chips,3.98,2,B5004,São Paulo
cookies and cream,3.49,4,A1252,Ribeirão Pires
pistachio,5.11,1,C3529,Campinas
cookies and cream,4.66,3,B2148,Ribeirão Pires
strawberry,4.45,1,B3946,Ribeirão Pires
vanilla,6.23,4,A5346,Ribeirão Pires
cookies and cream,7.21,4,B2148,São Paulo
chocolate,8.37,4,B3946,Barueri
mint chocolate chips,7.18,4,D7337,Campinas
strawberry,3.38,1,B6646,São Paulo
vanilla,9.02,1,A3078,Barueri
strawberry,7.16,2,A5289,São Paulo
mint chocolate chips,3.23,3,B5004,Ribeirão Pires
strawberry,5.84,4,C9360,São Paulo
chocolate,6.64,2,A8639,São Paulo
mint chocolate chips,6.96,2,A8641,Campinas
strawberry,8.14,4,D6107,São Paulo
mint chocolate chips,8.51,2,A1252,São Paulo
cookies and cream,2.71,2,D6895,São Paulo
cookies and cream,2.57,2,B3946,Barueri
pistachio,5.98,1,B6646,São Paulo
mint chocolate chips,7.55,3,A1234,Barueri
chocolate,8.74,1,C3529,Ribeirão Pires
vanilla,4.89,4,B2164,Barueri
cookies and cream,1.09,3,A1252,Campinas
chocolate,3.05,1,D6506,Ribeirão Pires
chocolate,7.32,2,C7950,Campinas
vanilla,9.18,2,A8639,Ribeirão Pires
vanilla,6.75,3,A5289,Barueri
vanilla,3.92,2,A3078,Campinas
mint chocolate chips,3.19,4,D5888,Ribeirão Pires
pistachio,4.4,4,D3516,Campinas
mint chocolate chips,5.02,1,C1904,Ribeirão Pires
pistachio,7.21,4,C6739,Barueri
strawberry,6.17,2,D2572,Ribeirão Pires
strawberry,6.74,4,D1025,Ribeirão Pires
strawberry,3.37,1,B4252,Barueri
strawberry,3.62,1,A5346,São Paulo
chocolate,2.49,2,D2572,Barueri
cookies and cream,3.97,2,C2318,Ribeirão Pires
chocolate,5.56,1,B5911,São Paulo
vanilla,1.02,2,B5004,São Paulo
cookies and cream,4.37,1,A8641,Ribeirão Pires
vanilla,3.31,4,D6506,Campinas
cookies and cream,5.41,1,B4383,Ribeirão Pires
pistachio,1.36,2,B2164,Ribeirão Pires
strawberry,8.45,4,D6107,Ribeirão Pires
chocolate,5.48,2,A8641,Barueri
pistachio,4.41,1,A8641,Campinas
pistachio,4.5,4,D8176,São Paulo
strawberry,8.21,1,C1904,Ribeirão Pires
vanilla,7.79,4,C3529,Barueri
cookies and cream,6.38,2,D8176,Campinas
cookies and cream,4.14,2,D9444,Barueri
cookies and cream,3.93,4,B8212,Barueri
mint chocolate chips,7.47,4,B4383,São Paulo
mint chocolate chips,8.37,2,A8641,Barueri
vanilla,4.81,4,B2148,Barueri
pistachio,8.58,2,B5004,São Paulo
mint chocolate chips,6.47,3,D1025,Barueri
vanilla,8.65,2,B5004,Campinas
cookies and cream,3.21,4,B5052,Barueri
mint chocolate chips,7.7,1,D1025,Barueri
vanilla,8.19,1,C6250,São Paulo
pistachio,6.96,1,B2164,Campinas
mint chocolate chips,2.61,4,A8641,São Paulo
chocolate,8.83,1,D7337,Barueri
strawberry,3.36,3,D6107,Campinas
cookies and cream,8.05,4,A8639,Campinas
chocolate,8.72,3,C6250,Ribeirão Pires
chocolate,2.48,3,A8641,São Paulo
pistachio,1.12,4,C2318,São Paulo
vanilla,8.57,4,C9360,Ribeirão Pires
cookies and cream,4.69,1,A8639,Barueri
strawberry,7.18,4,A8639,Ribeirão Pires
chocolate,1.56,2,C6739,Ribeirão Pires
strawberry,2.41,2,C9360,Ribeirão Pires
strawberry,5.15,4,B5004,Campinas
chocolate,3.81,3,C6250,Campinas
mint chocolate chips,4.65,1,C9360,Barueri
pistachio,5.36,4,D6506,Campinas
vanilla,9.55,2,A1252,Campinas
pistachio,6.75,1,D6506,Barueri
cookies and cream,9.31,4,D7337,São Paulo
strawberry,1.77,4,B5911,São Paulo
mint chocolate chips,4.15,1,D1025,Campinas
mint chocolate chips,3.24,4,D3516,Ribeirão Pires
chocolate,8.03,1,B6646,São Paulo
chocolate,9.08,4,C6739,São Paulo
mint chocolate chips,4.04,1,D1025,Ribeirão Pires
vanilla,2.06,4,C3529,Ribeirão Pires
vanilla,7.91,4,B6646,Ribeirão Pires
strawberry,3.86,4,C6505,São Paulo
strawberry,1.07,4,A8641,Ribeirão Pires
vanilla,3.73,1,C3529,São Paulo
strawberry,4.15,1,C2949,Barueri
strawberry,8.76,2,D6107,São Paulo
chocolate,9.22,4,C4371,São Paulo
strawberry,6.3,3,A3078,São Paulo
strawberry,2.59,4,B5911,Campinas
mint chocolate chips,5.97,2,A8641,Campinas
chocolate,9.47,3,A5346,Ribeirão Pires
chocolate,5.73,4,B2148,Barueri
strawberry,1.29,2,D7337,Ribeirão Pires
strawberry,5.83,4,B2148,São Paulo
mint chocolate chips,5.07,2,A5289,Barueri
chocolate,8.09,2,B5004,Campinas
vanilla,6.93,3,B5052,Barueri
chocolate,7.53,4,A3907,Ribeirão Pires
vanilla,8.06,4,B4252,Campinas
cookies and cream,8.03,2,B3946,Campinas
pistachio,9.5,2,D1025,Ribeirão Pires
pistachio,2.97,4,D6506,Campinas
chocolate,6.52,4,A3078,Barueri
vanilla,3.6,2,D6506,Ribeirão Pires
chocolate,1.25,1,D9444,Campinas
vanilla,9.96,2,B2164,Campinas
cookies and cream,3.73,1,C6739,São Paulo
vanilla,4.05,4,C9360,São Paulo
mint chocolate chips,5.29,3,C6739,Ribeirão Pires
chocolate,7.76,2,B5911,São Paulo
strawberry,7.55,3,B2164,Ribeirão Pires
strawberry,8.51,1,A3907,Campinas
cookies and cream,6.36,4,D6107,Campinas
pistachio,7.08,1,D5888,Barueri
mint chocolate chips,6.11,4,B5911,São Paulo
strawberry,7.32,3,C7950,Ribeirão Pires
vanilla,1.76,3,D1025,São Paulo
vanilla,4.45,1,B4383,Campinas
mint chocolate chips,2.05,1,C2949,Campinas
pistachio,1.95,1,B5004,Barueri
mint chocolate chips,8.2,4,A3907,Barueri
cookies and cream,7.77,3,D2572,Campinas
vanilla,6.48,4,D9444,Campinas
strawberry,2.86,4,D6107,Barueri
strawberry,1.76,4,C3529,Barueri
chocolate,3.67,4,D9444,Barueri
chocolate,6.63,4,A1234,São Paulo
chocolate,9.18,3,C2318,Ribeirão Pires
pistachio,3.58,1,A5346,Barueri
mint chocolate chips,5.87,1,B4252,Campinas
vanilla,6.06,4,C3529,Barueri
cookies and cream,3.0,4,B5052,São Paulo
cookies and cream,5.95,2,A9787,Campinas
chocolate,3.23,1,D3516,São Paulo
chocolate,9.33,4,C6505,São Paulo
strawberry,7.6,1,C2318,São Paulo
chocolate,3.76,4,A2464,Ribeirão Pires
cookies and cream,9.8,1,D6506,Barueri
mint chocolate chips,4.48,1,B2164,Ribeirão Pires
mint chocolate chips,5.57,2,A1252,Campinas
mint chocolate chips,9.47,4,D3516,Campinas
cookies and cream,3.06,3,B5052,Barueri
pistachio,5.4,1,C6505,Ribeirão Pires
vanilla,5.09,2,C2949,São Paulo
vanilla,4.62,4,D2572,Ribeirão Pires
mint chocolate chips,3.73,3,D1025,Barueri
mint chocolate chips,5.39,3,D6506,Barueri
vanilla,7.61,2,B5911,São Paulo
mint chocolate chips,1.9,3,A3907,Campinas
mint chocolate chips,4.0,2,A2464,São Paulo
cookies and cream,1.31,3,D7337,São Paulo
mint chocolate chips,9.28,4,C7950,Campinas
pistachio,8.73,1,B2148,Campinas
vanilla,1.0,4,B2148,São Paulo
pistachio,3.37,1,A5289,São Paulo
cookies and cream,3.49,3,C6505,Ribeirão Pires
cookies and cream,2.7,4,D3516,São Paulo
vanilla,4.35,3,B5004,Ribeirão Pires
pistachio,1.6,4,B5911,São Paulo
strawberry,3.84,4,A8641,São Paulo
strawberry,2.55,4,A5289,Ribeirão Pires
vanilla,5.95,1,C9360,Ribeirão Pires
pistachio,2.68,3,A1234,São Paulo
mint chocolate chips,7.77,2,D2572,Campinas
pistachio,7.82,2,B5004,São Paulo
vanilla,4.58,4,C1904,Campinas
mint chocolate chips,5.05,3,B4383,Ribeirão Pires
strawberry,1.7,4,B3946,Campinas
pistachio,5.87,1,B6646,Ribeirão Pires
chocolate,2.09,1,A8641,Barueri
cookies and cream,4.35,3,C2318,São Paulo
mint chocolate chips,9.31,4,A1252,Barueri
mint chocolate chips,1.26,4,A1234,São Paulo
strawberry,5.03,2,B4383,Campinas
pistachio,9.95,4,A8641,Ribeirão Pires
chocolate,1.47,4,D6895,Barueri
pistachio,6.44,1,B4252,Barueri
chocolate,7.59,1,B5052,São Paulo
mint chocolate chips,9.78,2,C4371,São Paulo
pistachio,2.8,2,C2949,Ribeirão Pires
strawberry,1.16,3,D6107,Ribeirão Pires
cookies and cream,4.56,3,C6505,Ribeirão Pires
mint chocolate chips,1.14,2,A3907,Barueri
strawberry,6.26,2,C1904,Ribeirão Pires
mint chocolate chips,6.39,4,B2148,São Paulo
vanilla,9.85,4,D3516,Ribeirão Pires
cookies and cream,6.32,2,C4371,Barueri
pistachio,8.6,3,C9360,Ribeirão Pires
vanilla,7.57,2,B3946,São Paulo
pistachio,3.16,4,B5052,Barueri
vanilla,4.5,1,A3907,Campinas
